date,portfolio_value,return,cum_return,drawdown
2016-06-24,998500.0,0.0,1.0,0.0
2016-07-01,333959.402964356,-0.6655389053937346,0.3344610946062654,-0.6655389053937346
2016-07-08,-163139.2729799793,-1.4885003133072177,-0.1633843495042356,-1.1633843495042355
2016-07-15,-406428.6177999152,1.4912984493304244,-0.4070391765647623,-1.4070391765647623
2016-07-22,-355879.8575136543,-0.12437303396569888,-0.356414479232503,-1.356414479232503
2016-07-29,-76641.27134719334,-0.7846428514312508,-0.07675640595612754,-1.0767564059561274
2016-08-05,188471.26899861702,-3.4591354721246934,0.18875440059951631,-0.8112455994004837
2016-08-12,280661.0823475341,0.489145182916944,0.28108270640714483,-0.7189172935928552
2016-08-19,203560.91607690213,-0.2747091460837494,0.20386671615112884,-0.7961332838488712
2016-08-26,36826.3586046221,-0.8190892470207312,0.036881681126311586,-0.9631183188736884
2016-09-02,-117906.23182190186,-4.201680434597826,-0.11808335685718771,-1.1180833568571877
2016-09-09,-159398.1043343207,0.3519056785318402,-0.15963756067533377,-1.1596375606753337
2016-09-16,-61686.98176984594,-0.6130005307938668,-0.06177965124671605,-1.0617796512467161
2016-09-23,32750.40496394955,-1.5309127472979838,0.032799604370505324,-0.9672003956294947
2016-09-30,85809.65880065638,1.6201098549808015,0.08593856665063236,-0.9140614333493676
2016-10-07,72410.80855794947,-0.15614617783102558,0.07251958793985927,-0.9274804120601408
2016-10-14,44221.37789417601,-0.38929865893175053,0.044287809608588906,-0.9557121903914111
2016-10-21,-10614.27422466864,-1.2400258592138202,-0.010630219553999636,-1.0106302195539996
2016-10-28,-51445.49446801797,3.846821683620485,-0.05152277863597191,-1.051522778635972
2016-11-04,-49409.25983112735,-0.03958042697318198,-0.04948348505871541,-1.0494834850587154
2016-11-11,-9277.771750824912,-0.8122260527169443,-0.009291709314797104,-1.009291709314797
2016-11-18,20837.13306916416,-3.2459199933768015,0.020868435722748276,-0.9791315642772517
2016-11-25,29148.000618686314,0.39884889739563034,0.02919178830113801,-0.970808211698862
2016-12-02,18536.300686556133,-0.3640627043670086,0.018564146906916504,-0.9814358530930835
2016-12-09,8458.246965950399,-0.5436928269034322,0.008470953396044463,-0.9915290466039556
2016-12-16,-6228.8386293973435,-1.7364219387861595,-0.006238195923282265,-1.0062381959232822
2016-12-23,-12192.80570128123,0.9574765741620948,-0.012211122384858514,-1.0122111223848584
2016-12-30,-8227.23182657779,-0.3252388311483331,-0.008239591213397885,-1.008239591213398
2017-01-06,-1316.198714488055,-0.8400192504317041,-0.0013181759784557383,-1.0013181759784557
2017-01-13,3995.2313276649775,-4.035431719912408,0.004001233177431123,-0.9959987668225688
2017-01-20,5575.676926523542,0.3955830011430801,0.005584053006032589,-0.9944159469939674
2017-01-27,3075.0325341132343,-0.448491622696918,0.00307965201213143,-0.9969203479878685
2017-02-03,-177.02231929504887,-1.0575676248401378,-0.0001772882516725576,-1.0001772882516726
2017-02-10,-2695.0175100857596,14.224167894862376,-0.0026990661092496323,-1.0026990661092496
2017-02-17,-2843.8018048017257,0.055207171812116096,-0.0028480739156752366,-1.0028480739156753
2017-02-24,-775.1999713044938,-0.7274071737363772,-0.0007763645180816157,-1.0007763645180816
2017-03-03,937.381651311304,-2.2092127012516443,0.0009387898360654015,-0.9990612101639346
2017-03-10,1664.9687181681506,0.776190856562025,0.0016674699230527284,-0.9983325300769472
2017-03-17,1486.2278405912211,-0.10735389537743734,0.0014884605313883023,-0.9985115394686117
2017-03-24,326.08844726995153,-0.7805932318289546,0.00032657831474206434,-0.999673421685258
2017-03-31,-616.419619949364,-2.890344859224842,-0.0006173456384069738,-1.0006173456384069
2017-04-07,-951.7534482431972,0.5440025226993574,-0.0009531832230778129,-1.0009531832230778
2017-04-14,-516.3073278191807,-0.45751987684183193,-0.0005170829522475515,-1.0005170829522476
2017-04-21,156.66724249139202,-1.3034379603968345,0.00015690259638597077,-0.999843097403614
2017-04-28,358.135478768044,1.2859627390692188,0.00035867348900154585,-0.9996413265109985
2017-05-05,319.19442006795884,-0.10873275899399615,0.00031967393096440504,-0.9996803260690356
2017-05-12,33.03035185915763,-0.8965196451362614,3.307997181688292e-05,-0.9999669200281831
2017-05-19,-203.34546636459652,-7.15632153213709,-0.00020365094277876442,-1.0002036509427787
2017-05-26,-234.77718786439107,0.15457301341273944,-0.0002351298826884234,-1.0002351298826884
2017-06-02,-127.18734464913274,-0.4582636166398031,-0.00012737841226753387,-1.0001273784122675
2017-06-09,-42.08332233894045,-0.6691233514227832,-4.2146542152168644e-05,-1.000042146542152
2017-06-16,8.309239855191166,-1.1974473352714,8.32172243884943e-06,-0.9999916782775612
2017-06-23,46.865995193581,4.640226544224939,4.6936399793270855e-05,-0.9999530636002067
2017-06-30,45.41634977972153,-0.03093171088913571,4.5484576644688515e-05,-0.9999545154233553
2017-07-07,19.330124185160642,-0.574379617056068,1.935916292955495e-05,-0.9999806408370705
2017-07-14,-8.71415893490223,-1.450807188377606,-8.727249809616645e-06,-1.0000087272498097
2017-07-21,-25.00631751289389,1.8696191680344252,-2.504388333790071e-05,-1.0000250438833378
2017-07-28,-21.065504092268384,-0.15759271306514933,-2.109714981699385e-05,-1.000021097149817
2017-08-04,-4.098931257814105,-0.8054197402606413,-4.105088891150826e-06,-1.0000041050888913
2017-08-11,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-09-01,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-09-08,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-09-15,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-09-22,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-09-29,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-10-06,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-10-13,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-10-20,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-10-27,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-11-03,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-11-10,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-11-17,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-11-24,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-12-01,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-12-08,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-12-15,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
2017-12-22,-4.098931257814105,0.0,-4.105088891150826e-06,-1.0000041050888913
