feature,group,expected_sign,suggested_sign,sign_match,status,median_corr,iqr_corr,pct_pos,pct_neg,n_weeks_used
volume_zscore_20d,liquidity,1,0,True,UNRESOLVED,-0.008879599132137744,0.08424892500321848,0.45595854922279794,0.5440414507772021,193
ret_8w,momentum,1,0,True,UNRESOLVED,0.006606679560924567,0.06845431206553797,0.5699481865284974,0.43005181347150256,193
ret_1w,momentum,1,0,True,UNRESOLVED,-0.002145229288469952,0.07207668122420721,0.47668393782383417,0.5233160621761658,193
pct_above_20d_sma,trend,1,0,True,UNRESOLVED,-0.0019309619013312346,0.0747140132938848,0.48704663212435234,0.5129533678756477,193
donchian_pos_20,trend,1,0,True,UNRESOLVED,-0.003923879451350125,0.07082100124456683,0.48186528497409326,0.5181347150259067,193
hist_vol_60d,volatility,-1,0,True,UNRESOLVED,0.00319846803651881,0.08052593058727525,0.5284974093264249,0.47150259067357514,193
