date,close
2020-12-18,694.3321533203125
2020-12-21,654.3941040039062
2020-12-22,663.0753173828125
2020-12-23,687.1979370117188
2020-12-24,695.103271484375
2020-12-28,701.12890625
2020-12-29,714.5296630859375
2020-12-30,722.242431640625
2020-12-31,713.5654907226562
2021-01-01,712.4086303710938
2021-01-04,729.5018310546875
2021-01-05,732.99169921875
2021-01-06,717.9522094726562
2021-01-07,710.1551513671875
2021-01-08,735.054443359375
2021-01-11,752.7987670898438
2021-01-12,743.974365234375
2021-01-13,790.1255493164062
2021-01-14,791.7218627929688
2021-01-15,781.9434814453125
2021-01-18,764.3735961914062
2021-01-19,758.443603515625
2021-01-20,784.07763671875
2021-01-21,768.8075561523438
2021-01-22,761.6710205078125
2021-01-25,751.26123046875
2021-01-27,734.52978515625
2021-01-28,729.8075561523438
2021-01-29,717.9039306640625
2021-02-01,742.3896484375
2021-02-02,754.5816650390625
2021-02-03,790.4191284179688
2021-02-04,788.5665283203125
2021-02-05,779.0968627929688
2021-02-08,788.64892578125
2021-02-09,783.5845336914062
2021-02-10,790.0487060546875
2021-02-11,799.0652465820312
2021-02-12,790.8309326171875
2021-02-15,790.698486328125
2021-02-16,784.1611328125
2021-02-17,783.5467529296875
2021-02-18,780.7024536132812
2021-02-19,778.3384399414062
2021-02-22,763.2874145507812
2021-02-23,761.8426513671875
2021-02-24,760.7952270507812
2021-02-25,767.4456787109375
2021-02-26,758.0861206054688
2021-03-01,766.0863647460938
2021-03-02,785.3549194335938
2021-03-03,793.6830444335938
2021-03-04,788.8546752929688
2021-03-05,775.5200805664062
2021-03-08,792.0661010742188
2021-03-09,801.3297119140625
2021-03-10,804.7188720703125
2021-03-12,794.7855834960938
2021-03-15,800.0421752929688
2021-03-16,795.7123413085938
2021-03-17,782.1097412109375
2021-03-18,770.0139770507812
2021-03-19,781.8768310546875
2021-03-22,788.3977661132812
2021-03-23,792.8320922851562
2021-03-24,774.072998046875
2021-03-25,758.27880859375
2021-03-26,762.5772705078125
2021-03-30,782.3106689453125
2021-03-31,785.1038818359375
2021-04-01,788.1861572265625
2021-04-05,789.5828247070312
2021-04-06,811.0828857421875
2021-04-07,809.9061889648438
2021-04-08,811.0139770507812
2021-04-09,836.1325073242188
2021-04-12,815.4404907226562
2021-04-13,809.77001953125
2021-04-15,802.0668334960938
2021-04-16,819.958740234375
2021-04-19,803.4658203125
2021-04-20,791.5720825195312
2021-04-22,792.0661010742188
2021-04-23,786.9196166992188
2021-04-26,764.8101806640625
2021-04-27,764.851318359375
2021-04-28,760.69287109375
2021-04-29,762.1595458984375
2021-04-30,753.2769775390625
2021-05-03,760.6091918945312
2021-05-04,754.9530029296875
2021-05-05,762.0338134765625
2021-05-06,767.5640258789062
2021-05-07,767.8993530273438
2021-05-10,765.8463134765625
2021-05-11,760.2740478515625
2021-05-12,798.891845703125
2021-05-14,799.2244873046875
2021-05-17,800.189697265625
2021-05-18,786.93212890625
2021-05-19,792.1383056640625
2021-05-20,786.209228515625
2021-05-21,789.05322265625
2021-05-24,781.6417846679688
2021-05-25,788.1777954101562
2021-05-26,795.2716064453125
2021-05-27,801.4898071289062
2021-05-28,814.3604125976562
2021-05-31,825.7847290039062
2021-06-01,818.5540771484375
2021-06-02,820.0484619140625
2021-06-03,833.3045043945312
2021-06-04,821.9284057617188
2021-06-07,837.8212280273438
2021-06-08,835.4342651367188
2021-06-09,827.6336059570312
2021-06-10,838.946533203125
2021-06-11,838.005126953125
2021-06-14,839.9691772460938
2021-06-15,845.0967407226562
2021-06-16,858.49609375
2021-06-17,862.98095703125
2021-06-18,844.4205322265625
2021-06-21,843.3931274414062
2021-06-22,833.2337036132812
2021-06-23,832.1942749023438
2021-06-24,839.1373291015625
2021-06-25,836.5858764648438
2021-06-28,836.5595092773438
2021-06-29,841.008544921875
2021-06-30,838.9926147460938
2021-07-01,843.252197265625
2021-07-02,841.139892578125
2021-07-05,843.0203857421875
2021-07-06,834.8369140625
2021-07-07,846.633056640625
2021-07-08,843.5128784179688
2021-07-09,842.7646484375
2021-07-12,843.0227661132812
2021-07-13,845.4358520507812
2021-07-14,856.7571411132812
2021-07-15,871.2608642578125
2021-07-16,859.22265625
2021-07-19,858.599365234375
2021-07-20,858.0040893554688
2021-07-22,881.0350341796875
2021-07-23,885.8057861328125
2021-07-26,891.3035888671875
2021-07-27,879.0324096679688
2021-07-28,861.2366333007812
2021-07-29,856.0852661132812
2021-07-30,882.2999877929688
2021-08-02,876.1500244140625
2021-08-03,890.1974487304688
2021-08-04,880.1488037109375
2021-08-05,889.6500244140625
2021-08-06,877.7637329101562
2021-08-09,885.623046875
2021-08-10,883.865234375
2021-08-11,881.2018432617188
2021-08-12,876.795166015625
2021-08-13,873.0398559570312
2021-08-16,874.2679443359375
2021-08-17,895.1651000976562
2021-08-18,903.692626953125
2021-08-20,887.0615234375
2021-08-23,879.0494995117188
2021-08-24,893.1751708984375
2021-08-25,885.6889038085938
2021-08-26,882.6063232421875
2021-08-27,895.7354736328125
2021-08-30,910.7860107421875
2021-08-31,917.9569702148438
2021-09-01,927.452392578125
2021-09-02,946.1924438476562
2021-09-03,949.2247314453125
2021-09-06,957.1444702148438
2021-09-07,953.5424194335938
2021-09-08,948.0671997070312
2021-09-09,956.3850708007812
2021-09-13,960.1526489257812
2021-09-14,960.0260620117188
2021-09-15,961.428466796875
2021-09-16,947.90283203125
2021-09-17,931.1107177734375
2021-09-20,914.26953125
2021-09-21,925.99560546875
2021-09-22,933.1626586914062
2021-09-23,934.0430908203125
2021-09-24,932.6898803710938
2021-09-27,932.3878784179688
2021-09-28,933.9774780273438
2021-09-29,932.1615600585938
2021-09-30,931.7470703125
2021-10-01,946.2384033203125
2021-10-04,931.5020751953125
2021-10-05,926.84765625
2021-10-06,915.455322265625
2021-10-07,910.1270751953125
2021-10-08,927.5368041992188
2021-10-11,918.1739501953125
2021-10-12,927.8104858398438
2021-10-13,943.2030029296875
2021-10-14,926.70458984375
2021-10-18,928.897705078125
2021-10-19,925.5526123046875
2021-10-20,910.255126953125
2021-10-21,905.0166625976562
2021-10-22,900.1209716796875
2021-10-25,893.430419921875
2021-10-26,908.5176391601562
2021-10-27,907.8362426757812
2021-10-28,878.7249145507812
2021-10-29,903.6459350585938
2021-11-01,910.4157104492188
2021-11-02,902.4530029296875
2021-11-03,900.6841430664062
2021-11-04,907.9954223632812
2021-11-08,909.912353515625
2021-11-09,910.4710693359375
2021-11-10,911.05517578125
2021-11-11,906.301025390625
2021-11-12,904.7279052734375
2021-11-15,908.61083984375
2021-11-16,912.0664672851562
2021-11-17,891.1619262695312
2021-11-18,886.5219116210938
2021-11-22,869.0809936523438
2021-11-23,879.8698120117188
2021-11-24,876.0342407226562
2021-11-25,880.4893188476562
2021-11-26,875.1661376953125
2021-11-29,874.36962890625
2021-11-30,865.9491577148438
2021-12-01,896.86474609375
2021-12-02,890.8603515625
2021-12-03,880.3035278320312
2021-12-06,854.8518676757812
2021-12-07,861.2505493164062
2021-12-08,870.3253784179688
2021-12-09,869.0333862304688
2021-12-10,865.754150390625
2021-12-13,865.5574951171875
2021-12-14,890.5516967773438
2021-12-15,885.6658935546875
2021-12-16,879.7252197265625
2021-12-17,856.5983276367188
2021-12-20,856.89208984375
2021-12-21,857.4796142578125
2021-12-22,861.6864013671875
2021-12-23,881.1050415039062
2021-12-24,879.0205688476562
2021-12-27,892.0816040039062
2021-12-28,897.4772338867188
2021-12-29,906.0927124023438
2021-12-30,910.2924194335938
2021-12-31,914.3734741210938
2022-01-03,901.2017822265625
2022-01-04,895.1484985351562
2022-01-05,899.3131713867188
2022-01-06,894.4784545898438
2022-01-07,895.01220703125
2022-01-10,892.8218994140625
2022-01-11,882.18359375
2022-01-12,882.112548828125
2022-01-13,891.1494750976562
2022-01-14,885.7506713867188
2022-01-17,881.5408935546875
2022-01-18,873.0797119140625
2022-01-19,866.8687133789062
2022-01-20,851.292724609375
2022-01-21,840.136962890625
2022-01-24,826.109130859375
2022-01-25,857.2429809570312
2022-01-27,833.4517822265625
2022-01-28,849.3082885742188
2022-01-31,854.561767578125
2022-02-01,868.059814453125
2022-02-02,877.6041870117188
2022-02-03,873.0811767578125
2022-02-04,854.003662109375
2022-02-07,839.0091552734375
2022-02-08,841.4916381835938
2022-02-09,850.6036376953125
2022-02-10,850.9833374023438
2022-02-11,835.7713012695312
2022-02-14,813.3162841796875
2022-02-15,827.6282348632812
2022-02-16,833.771728515625
2022-02-17,831.84228515625
2022-02-18,821.9537353515625
